-2.00100017,-0.07889394,0.03937008,0.07843257,-0.07889394
-2.00000017,0.00000000,-0.07874016,-0.03921629,-0.03937008
-1.99900017,0.07889394,0.03937008,0.07843257,0.00000000
-1.99800017,0.00000000,0.07874016,0.00000000,0.03937008
-1.99700017,0.00000000,0.00000000,0.03921629,-0.03937008
-1.99600017,-0.03937008,-0.03937008,-0.03921629,0.00000000
-1.99500017,-0.03937008,0.00000000,0.00000000,-0.11841780
-1.99400017,-0.03937008,0.03937008,-0.03921629,0.00000000
-1.99300017,0.03937008,0.00000000,0.07843257,-0.03937008
-1.99200017,0.00000000,0.03937008,0.00000000,0.00000000
-1.99100017,-0.07889394,0.00000000,-0.03921629,-0.03937008
-1.99000017,0.00000000,-0.03937008,-0.03921629,0.00000000
-1.98900017,0.07889394,0.00000000,0.07843257,0.00000000
-1.98800017,-0.07889394,0.00000000,-0.07843257,0.00000000
-1.98700017,0.00000000,-0.03937008,0.00000000,-0.03937008
-1.98600017,0.03937008,0.00000000,0.00000000,0.11841780
-1.98500017,-0.07889394,0.07874016,0.03921629,0.07889394
-1.98400017,0.03937008,-0.03937008,-0.03921629,0.03937008
-1.98300017,0.00000000,-0.03937008,-0.03921629,-0.03937008
-1.98200017,-0.11841780,0.00000000,0.00000000,-0.03937008
-1.98100016,0.03937008,0.00000000,-0.03921629,0.03937008
-1.98000016,0.03937008,-0.03937008,0.00000000,-0.03937008
-1.97900016,-0.03937008,0.07874016,-0.03921629,0.00000000
-1.97800016,0.00000000,-0.03937008,0.00000000,-0.03937008
-1.97700016,0.03937008,-0.03937008,0.00000000,-0.03937008
-1.97600016,0.00000000,0.00000000,0.00000000,-0.03937008
-1.97500016,-0.03937008,0.00000000,0.00000000,-0.03937008
-1.97400016,0.00000000,-0.07874016,0.00000000,-0.03937008
-1.97300016,-0.03937008,0.00000000,-0.03921629,0.03937008
-1.97200016,-0.07889394,0.03937008,0.00000000,-0.03937008
-1.97100016,0.00000000,-0.03937008,0.00000000,-0.03937008
-1.97000016,0.07889394,0.03937008,0.07843257,0.00000000
-1.96900016,-0.07889394,0.15748030,0.00000000,0.07889394
-1.96800016,0.00000000,-0.03937008,0.03921629,-0.11841780
-1.96700016,0.03937008,0.00000000,0.00000000,0.03937008
-1.96600016,-0.11841780,0.03937008,0.03921629,-0.11841780
-1.96500016,0.03937008,-0.03937008,-0.03921629,0.03937008
-1.96400016,0.00000000,-0.03937008,0.03921629,-0.07889394
-1.96300016,-0.03937008,0.07874016,0.00000000,0.03937008
-1.96200016,-0.03937008,-0.03937008,0.00000000,-0.07889394
-1.96100016,0.03937008,-0.03937008,0.00000000,-0.03937008
-1.96000016,-0.03937008,0.00000000,0.00000000,-0.07889394
-1.95900016,-0.03937008,-0.03937008,0.00000000,0.00000000
-1.95800016,0.03937008,-0.03937008,0.03921629,-0.03937008
-1.95700016,0.03937008,0.07874016,0.00000000,0.03937008
-1.95600016,-0.07889394,0.00000000,0.00000000,-0.07889394
-1.95500016,0.03937008,-0.03937008,0.00000000,0.03937008
-1.95400016,0.03937008,0.03937008,0.03921629,0.00000000
-1.95300016,-0.11841780,0.03937008,-0.03921629,-0.03937008
-1.95200016,0.00000000,-0.03937008,-0.03921629,-0.03937008
-1.95100016,0.03937008,-0.07874016,-0.07843257,-0.03937008
-1.95000016,-0.11841780,0.11811020,0.00000000,0.00000000
-1.94900016,0.00000000,0.00000000,0.00000000,0.00000000
-1.94800016,0.00000000,-0.07874016,-0.03921629,-0.03937008
-1.94700016,-0.07889394,0.07874016,0.03921629,0.00000000
-1.94600016,0.03937008,0.00000000,0.00000000,0.03937008
-1.94500016,0.00000000,-0.03937008,0.00000000,-0.03937008
-1.94400016,-0.03937008,0.00000000,-0.03921629,-0.03937008
-1.94300016,0.00000000,-0.03937008,0.00000000,-0.03937008
-1.94200016,0.03937008,0.00000000,0.00000000,0.03937008
-1.94100016,0.00000000,0.03937008,0.00000000,0.00000000
-1.94000016,0.00000000,0.03937008,0.00000000,0.07889394
-1.93900016,0.00000000,-0.03937008,0.03921629,0.00000000
-1.93800016,0.00000000,-0.03937008,0.00000000,0.00000000
-1.93700016,-0.03937008,0.07874016,0.03921629,-0.03937008
-1.93600016,0.03937008,0.00000000,0.00000000,0.03937008
-1.93500016,0.03937008,-0.03937008,0.03921629,-0.07889394
-1.93400016,-0.07889394,0.11811020,0.03921629,0.03937008
-1.93300016,0.00000000,-0.07874016,0.03921629,-0.11841780
-1.93200016,0.03937008,-0.03937008,-0.03921629,0.03937008
-1.93100016,-0.07889394,0.11811020,0.07843257,-0.03937008
-1.93000016,0.00000000,-0.07874016,-0.07843257,-0.03937008
-1.92900016,0.03937008,-0.03937008,0.07843257,-0.07889394
-1.92800016,-0.07889394,0.03937008,-0.03921629,0.00000000
-1.92700016,0.00000000,0.00000000,0.00000000,-0.07889394
-1.92600016,0.03937008,0.00000000,0.00000000,0.00000000
-1.92500016,0.00000000,0.07874016,0.03921629,0.00000000
-1.92400016,0.00000000,0.03937008,0.03921629,0.03937008
-1.92300016,0.03937008,0.00000000,0.03921629,-0.07889394
-1.92200016,-0.03937008,0.00000000,-0.03921629,-0.03937008
-1.92100016,-0.07889394,-0.03937008,-0.03921629,-0.03937008
-1.92000016,0.00000000,-0.07874016,-0.03921629,-0.03937008
-1.91900016,0.00000000,0.00000000,0.03921629,-0.03937008
-1.91800016,-0.11841780,0.03937008,-0.07843257,-0.03937008
-1.91700016,0.00000000,-0.03937008,-0.03921629,-0.03937008
-1.91600016,0.03937008,0.00000000,0.03921629,0.03937008
-1.91500016,-0.11841780,0.07874016,-0.03921629,-0.03937008
-1.91400016,0.03937008,0.00000000,0.00000000,0.03937008
-1.91300016,0.07889394,0.00000000,0.00000000,0.00000000
